Date,Depth_to_Groundwater_SAL,Depth_to_Groundwater_CoS,Depth_to_Groundwater_LT2
02/10/2019,-5.62,-7.71,-13.06
03/10/2019,-5.69,-7.76,-13.11
04/10/2019,-5.71,-7.83,-13.14
05/10/2019,-5.71,-7.82,-13.13
06/10/2019,-5.62,-7.89,-13.19
07/10/2019,-5.67,-7.8,-13.16
08/10/2019,-5.75,-7.9,-13.21
09/10/2019,-5.69,-7.91,-13.2
10/10/2019,-5.63,-7.86,-13.19
11/10/2019,-5.68,-7.93,-13.24
12/10/2019,-5.65,-7.95,-13.24
13/10/2019,-5.71,-7.92,-13.24
14/10/2019,-5.76,-7.83,-13.22
15/10/2019,-5.74,-7.77,-13.17
16/10/2019,-5.8,-7.79,-13.2
17/10/2019,-5.79,-7.77,-13.23
18/10/2019,-5.72,-7.74,-13.26
19/10/2019,-5.72,-7.72,-13.27
20/10/2019,-5.66,-7.77,-13.3
21/10/2019,-5.77,-7.79,-13.28
22/10/2019,-5.8,-7.81,-13.26
23/10/2019,-5.8,-7.82,-13.23
24/10/2019,-5.7,-7.75,-13.21
25/10/2019,-5.72,-7.71,-13.27
26/10/2019,-5.69,-7.71,-13.3
27/10/2019,-5.68,-7.66,-13.25
28/10/2019,-5.66,-7.59,-13.27
29/10/2019,-5.64,-7.53,-13.26
30/10/2019,-5.72,-7.48,-13.23
31/10/2019,-5.74,-7.41,-13.22
01/11/2019,-5.76,-7.37,-13.17
02/11/2019,-5.68,-7.3,-13.09
03/11/2019,-5.65,-7.19,-12.98
04/11/2019,-5.64,-7.14,-13.03
05/11/2019,-4.83,-7.07,-13.01
06/11/2019,-5.23,-6.95,-13.05
07/11/2019,-5.19,-6.85,-13.07
08/11/2019,-5.08,-6.7,-13.02
09/11/2019,-5.02,-6.49,-13.05
10/11/2019,-4.94,-6.35,-13.04
11/11/2019,-4.84,-6.24,-13.04
12/11/2019,-4.83,-6.09,-12.94
13/11/2019,-4.9,-6.0,-12.96
14/11/2019,-4.86,-5.92,-13.0
15/11/2019,-4.87,-5.74,-12.95
16/11/2019,-4.66,-5.53,-12.98
17/11/2019,-4.52,-5.38,-12.91
18/11/2019,-4.48,-5.24,-12.95
19/11/2019,-4.28,-5.1,-12.93
20/11/2019,-3.99,-4.99,-12.91
21/11/2019,-4.02,-4.96,-12.89
22/11/2019,-4.14,-4.92,-12.88
23/11/2019,-4.15,-4.9,-12.83
24/11/2019,-3.86,-4.83,-12.81
25/11/2019,-3.79,-4.78,-12.82
26/11/2019,-3.85,-4.8,-12.85
27/11/2019,-4.04,-4.74,-12.82
28/11/2019,-4.06,-4.66,-12.81
29/11/2019,-4.04,-4.66,-12.84
30/11/2019,-4.07,-4.72,-12.89
01/12/2019,-4.16,-4.75,-12.88
02/12/2019,-3.78,-4.67,-12.84
03/12/2019,-4.04,-4.67,-12.88
04/12/2019,-4.14,-4.7,-12.87
05/12/2019,-4.25,-4.71,-12.88
06/12/2019,-4.35,-4.66,-12.87
07/12/2019,-4.4,-4.64,-12.84
08/12/2019,-4.37,-4.63,-12.83
09/12/2019,-4.45,-4.55,-12.75
10/12/2019,-4.5,-4.58,-12.79
11/12/2019,-4.51,-4.64,-12.77
12/12/2019,-4.53,-4.57,-12.69
13/12/2019,-4.1,-4.47,-12.57
14/12/2019,-4.17,-4.42,-12.67
15/12/2019,-4.4,-4.5,-12.74
16/12/2019,-4.49,-4.52,-12.75
17/12/2019,-4.43,-4.56,-12.74
18/12/2019,-4.49,-4.53,-12.76
19/12/2019,-4.61,-4.48,-12.74
20/12/2019,-4.59,-4.42,-12.67
21/12/2019,-4.43,-4.32,-12.57
22/12/2019,-4.14,-4.19,-12.51
23/12/2019,-4.02,-4.18,-12.61
24/12/2019,-4.07,-4.25,-12.68
25/12/2019,-4.14,-4.26,-12.66
26/12/2019,-4.11,-4.22,-12.69
27/12/2019,-4.18,-4.22,-12.7
28/12/2019,-4.3,-4.28,-12.74
29/12/2019,-4.37,-4.31,-12.75
30/12/2019,-4.41,-4.3,-12.75
31/12/2019,-4.47,-4.32,-12.72
08/01/2020,-4.86,-4.57,-12.65
09/01/2020,-4.84,-4.59,-12.64
10/01/2020,-4.91,-4.6,-12.61
11/01/2020,-4.95,-4.68,-12.62
12/01/2020,-5.03,-4.72,-12.62
13/01/2020,-4.98,-4.73,-12.61
14/01/2020,-5.03,-4.74,-12.61
15/01/2020,-5.11,-4.77,-12.62
16/01/2020,-5.08,-4.8,-12.62
17/01/2020,-5.1,-4.82,-12.59
18/01/2020,-5.08,-4.81,-12.54
06/04/2020,-5.22,-4.82,-12.22
07/04/2020,-5.25,-4.83,-12.24
08/04/2020,-5.31,-4.84,-12.21
09/04/2020,-5.33,-4.86,-12.19
10/04/2020,-5.36,-4.89,-12.31
11/04/2020,-5.28,-4.93,-12.31
12/04/2020,-5.29,-4.96,-12.29
13/04/2020,-5.32,-4.89,-12.25
14/04/2020,-5.34,-4.84,-12.23
15/04/2020,-5.36,-4.85,-12.3
16/04/2020,-5.4,-4.86,-12.31
17/04/2020,-5.35,-4.83,-12.3
18/04/2020,-5.43,-4.83,-12.29
19/04/2020,-5.45,-4.84,-12.25
20/04/2020,-5.46,-4.8,-12.22
21/04/2020,-5.36,-4.79,-12.22
22/04/2020,-5.35,-4.83,-12.24
23/04/2020,-5.42,-4.89,-12.25
24/04/2020,-5.44,-4.96,-12.24
25/04/2020,-5.42,-5.01,-12.22
26/04/2020,-5.46,-5.07,-12.23
27/04/2020,-5.49,-5.11,-12.24
28/04/2020,-5.54,-5.07,-12.22
29/04/2020,-5.51,-4.97,-12.2
30/04/2020,-5.39,-4.9,-12.21
01/05/2020,-5.38,-4.86,-12.19
02/05/2020,-5.43,-4.83,-12.18
03/05/2020,-5.45,-4.88,-12.21
04/05/2020,-5.52,-4.94,-12.26
06/05/2020,-5.49,-4.95,-12.24
07/05/2020,-5.6,-5.06,-12.29
08/05/2020,-5.56,-5.13,-12.29
09/05/2020,-5.46,-5.2,-12.27
10/05/2020,-5.47,-5.25,-12.23
11/05/2020,-5.65,-5.2,-12.2
12/05/2020,-5.5,-5.13,-12.23
13/05/2020,-5.47,-5.16,-12.22
14/05/2020,-5.47,-5.13,-12.19
15/05/2020,-5.43,-5.17,-12.25
16/05/2020,-5.52,-5.21,-12.27
17/05/2020,-5.53,-5.28,-12.27
18/05/2020,-5.43,-5.31,-12.28
19/05/2020,-5.47,-5.24,-12.25
20/05/2020,-5.41,-5.19,-12.24
21/05/2020,-5.42,-5.22,-12.28
22/05/2020,-5.42,-5.29,-12.33
23/05/2020,-5.46,-5.37,-12.33
24/05/2020,-5.41,-5.42,-12.32
25/05/2020,-5.51,-5.41,-12.34
26/05/2020,-5.49,-5.43,-12.35
27/05/2020,-5.42,-5.47,-12.38
28/05/2020,-5.47,-5.54,-12.35
29/05/2020,-5.52,-5.47,-12.33
30/05/2020,-5.45,-5.46,-12.31
31/05/2020,-5.43,-5.54,-12.31
01/06/2020,-5.51,-5.53,-12.32
02/06/2020,-5.48,-5.58,-12.3
03/06/2020,-5.58,-5.63,-12.28
04/06/2020,-5.55,-5.6,-12.22
05/06/2020,0.0,0.0,-12.2
06/06/2020,0.0,0.0,0.0
07/06/2020,0.0,0.0,0.0
08/06/2020,-5.3,-5.75,-12.27
09/06/2020,-5.3,-5.78,-12.28
10/06/2020,-5.27,-5.74,-12.28
11/06/2020,0.0,-5.63,-12.27
12/06/2020,0.0,-5.6,-12.29
13/06/2020,0.0,-5.63,-12.29
14/06/2020,0.0,-5.59,-12.27
15/06/2020,0.0,-5.51,-12.28
16/06/2020,0.0,-5.5,-12.28
17/06/2020,-5.33,-5.45,-12.27
18/06/2020,-5.34,-5.37,-12.29
19/06/2020,-5.34,-5.33,-12.31
20/06/2020,-5.29,-5.37,-12.32
21/06/2020,-5.38,-5.39,-12.31
22/06/2020,-5.43,-5.39,-12.33
23/06/2020,-5.35,-5.44,-12.34
24/06/2020,-5.46,-5.51,-12.35
25/06/2020,-5.57,-5.59,-12.35
26/06/2020,0.0,0.0,-12.36
27/06/2020,-5.5,-5.71,-12.36
28/06/2020,-5.49,-5.73,-12.37
29/06/2020,-5.5,-5.73,-12.36
30/06/2020,-5.56,-5.76,-12.38
