Date,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
04/11/2015,-23.25,-22.94
05/11/2015,-23.27,-22.91
06/11/2015,-23.35,-22.97
07/11/2015,-23.4,-23.01
08/11/2015,-23.42,-23.06
09/11/2015,-23.37,-23.02
10/11/2015,-23.4,-23.02
11/11/2015,-23.42,-23.05
12/11/2015,-23.4,-23.05
13/11/2015,-23.44,-23.1
14/11/2015,-23.44,-23.09
15/11/2015,-23.34,-23.03
16/11/2015,-23.42,-23.01
17/11/2015,-23.49,-23.11
18/11/2015,-23.34,-23.05
19/11/2015,-23.48,-23.13
20/11/2015,-23.44,-23.04
21/11/2015,-23.31,-22.9
22/11/2015,-23.73,-23.15
23/11/2015,-23.59,-23.25
24/11/2015,-23.5,-23.21
25/11/2015,-23.35,-23.05
26/11/2015,-23.27,-23.0
27/11/2015,-23.43,-23.11
28/11/2015,-23.59,-23.21
29/11/2015,-23.61,-23.32
30/11/2015,-23.6,-23.32
01/12/2015,-23.58,-23.3
02/12/2015,-23.57,-23.32
03/12/2015,-23.52,-23.3
04/12/2015,-23.63,-23.3
05/12/2015,-23.71,-23.38
06/12/2015,-23.66,-23.36
07/12/2015,-23.71,-23.37
08/12/2015,-23.64,-23.35
09/12/2015,-23.65,-23.33
10/12/2015,-23.69,-23.38
11/12/2015,-23.71,-23.37
12/12/2015,-23.73,-23.42
13/12/2015,-23.68,-23.38
14/12/2015,-23.71,-23.43
15/12/2015,-23.8,-23.5
16/12/2015,-23.79,-23.49
17/12/2015,-23.79,-23.52
18/12/2015,-23.78,-23.51
19/12/2015,-23.61,-23.39
20/12/2015,-23.56,-23.41
21/12/2015,-23.59,-23.41
22/12/2015,-23.62,-23.46
23/12/2015,-23.64,-23.47
24/12/2015,-23.69,-23.48
25/12/2015,-23.63,-23.49
26/12/2015,-23.64,-23.47
27/12/2015,-23.6,-23.47
28/12/2015,-23.67,-23.49
29/12/2015,-23.68,-23.5
30/12/2015,-23.75,-23.54
31/12/2015,-23.71,-23.56
01/01/2016,-23.69,-23.56
02/01/2016,-23.66,-23.47
03/01/2016,-23.5,-23.39
04/01/2016,-23.7,-23.45
05/01/2016,-23.69,-23.51
06/01/2016,-23.68,-23.52
07/01/2016,-23.72,-23.56
08/01/2016,-23.71,-23.57
09/01/2016,-23.77,-23.58
10/01/2016,-23.78,-23.62
11/01/2016,-23.8,-23.62
12/01/2016,-23.86,-23.67
13/01/2016,-23.94,-23.77
14/01/2016,-23.9,-23.75
15/01/2016,-23.95,-23.72
16/01/2016,-24.07,-23.8
17/01/2016,-23.99,-23.81
18/01/2016,-24.01,-23.87
19/01/2016,-24.04,-23.83
20/01/2016,-24.06,-23.89
21/01/2016,-24.07,-23.9
22/01/2016,-24.14,-24.01
23/01/2016,-24.24,-24.05
24/01/2016,-24.22,-24.08
25/01/2016,-24.23,-24.07
26/01/2016,-24.15,-24.02
27/01/2016,-24.1,-23.98
28/01/2016,-24.11,-23.98
29/01/2016,-24.14,-24.01
30/01/2016,-24.15,-23.99
31/01/2016,-24.06,-23.9
01/02/2016,-24.08,-23.91
02/02/2016,-24.18,-24.0
03/02/2016,-24.13,-24.01
04/02/2016,-24.38,-24.1
05/02/2016,-24.49,-24.19
06/02/2016,-24.53,-24.26
07/02/2016,-24.45,-24.15
08/02/2016,-24.37,-24.14
09/02/2016,-24.38,-24.1
10/02/2016,-24.45,-24.1
11/02/2016,-24.38,-24.17
12/02/2016,-24.24,-24.06
13/02/2016,-24.28,-24.02
14/02/2016,-24.29,-24.04
15/02/2016,-24.5,-24.16
16/02/2016,-24.47,-24.27
17/02/2016,-24.38,-24.23
18/02/2016,-24.24,-24.15
19/02/2016,-24.43,-24.22
20/02/2016,-24.47,-24.26
21/02/2016,-24.37,-24.2
22/02/2016,-24.27,-24.13
23/02/2016,-24.15,-24.03
24/02/2016,-24.26,-24.07
25/02/2016,-24.26,-24.07
26/02/2016,-24.28,-24.08
27/02/2016,-24.18,-24.07
28/02/2016,-24.14,-24.03
29/02/2016,-24.12,-24.04
01/03/2016,-24.32,-24.14
02/03/2016,-24.35,-24.15
03/03/2016,-24.26,-24.07
04/03/2016,-24.31,-24.11
05/03/2016,-24.36,-24.13
06/03/2016,-24.3,-24.11
07/03/2016,-24.27,-24.08
08/03/2016,-24.31,-24.14
09/03/2016,-24.28,-24.11
10/03/2016,-24.26,-24.12
11/03/2016,-24.36,-24.18
12/03/2016,-24.47,-24.21
13/03/2016,-24.32,-24.19
14/03/2016,-24.34,-24.2
15/03/2016,-24.36,-24.18
16/03/2016,-24.37,-24.19
17/03/2016,-24.25,-24.16
18/03/2016,-24.32,-24.13
19/03/2016,-24.71,-24.21
20/03/2016,-24.68,-24.26
21/03/2016,-24.6,-24.18
22/03/2016,-24.5,-24.09
23/03/2016,-24.41,-24.03
24/03/2016,-24.48,-24.13
25/03/2016,-24.5,-24.26
26/03/2016,-24.53,-24.25
27/03/2016,-24.38,-24.23
28/03/2016,-24.24,-24.14
29/03/2016,-24.25,-24.12
30/03/2016,-24.37,-24.14
31/03/2016,-24.39,-24.13
01/04/2016,-24.4,-24.13
02/04/2016,-24.5,-24.16
03/04/2016,-24.34,-24.15
04/04/2016,-24.42,-24.15
05/04/2016,-24.52,-24.17
06/04/2016,-24.55,-24.21
07/04/2016,-24.53,-24.18
08/04/2016,-24.51,-24.18
09/04/2016,-24.46,-24.13
10/04/2016,-24.35,-24.16
11/04/2016,-24.42,-24.21
12/04/2016,-24.51,-24.23
13/04/2016,-24.46,-24.19
14/04/2016,-24.53,-24.22
15/04/2016,-24.6,-24.3
16/04/2016,-24.69,-24.35
17/04/2016,-24.72,-24.38
18/04/2016,-24.73,-24.39
19/04/2016,-24.73,-24.42
20/04/2016,-24.72,-24.43
21/04/2016,-24.7,-24.45
22/04/2016,-24.71,-24.4
23/04/2016,-24.7,-24.35
24/04/2016,-24.34,-24.16
25/04/2016,-24.41,-24.23
26/04/2016,-24.4,-24.22
27/04/2016,-24.45,-24.24
28/04/2016,-24.44,-24.24
29/04/2016,-24.78,-24.42
30/04/2016,-24.64,-24.38
01/05/2016,-24.48,-24.27
02/05/2016,-24.42,-24.23
03/05/2016,-24.39,-24.19
04/05/2016,-24.51,-24.25
05/05/2016,-24.52,-24.28
06/05/2016,-24.59,-24.29
07/05/2016,-24.62,-24.29
08/05/2016,-24.48,-24.23
09/05/2016,-24.49,-24.24
10/05/2016,-24.51,-24.22
11/05/2016,-24.53,-24.18
12/05/2016,-24.7,-24.24
13/05/2016,-24.53,-24.21
14/05/2016,-24.53,-24.21
15/05/2016,-24.41,-24.2
16/05/2016,-24.56,-24.2
17/05/2016,-24.41,-24.19
18/05/2016,-24.54,-24.21
19/05/2016,-24.38,-24.14
20/05/2016,-24.37,-24.1
21/05/2016,-24.48,-24.2
22/05/2016,-24.38,-24.15
23/05/2016,-24.4,-24.11
24/05/2016,-24.31,-24.05
25/05/2016,-24.37,-24.1
26/05/2016,-24.25,-24.06
27/05/2016,-24.29,-24.02
28/05/2016,-24.42,-24.03
29/05/2016,-24.08,-23.93
30/05/2016,-24.06,-23.88
31/05/2016,-23.97,-23.88
01/06/2016,-24.03,-23.85
02/06/2016,-23.74,-23.69
03/06/2016,-23.8,-23.67
04/06/2016,-23.92,-23.73
05/06/2016,-23.87,-23.71
06/06/2016,-23.96,-23.73
07/06/2016,-24.09,-23.78
08/06/2016,-24.12,-23.78
09/06/2016,-24.12,-23.75
10/06/2016,-24.0,-23.69
11/06/2016,-24.05,-23.71
12/06/2016,-24.02,-23.66
13/06/2016,-23.91,-23.6
14/06/2016,-23.98,-23.63
15/06/2016,-24.05,-23.65
16/06/2016,-24.01,-23.66
17/06/2016,-24.11,-23.74
18/06/2016,-24.21,-23.75
19/06/2016,-24.09,-23.72
20/06/2016,-23.71,-23.55
21/06/2016,-23.83,-23.55
22/06/2016,-23.89,-23.59
23/06/2016,-23.97,-23.61
24/06/2016,-24.0,-23.63
25/06/2016,-24.25,-23.7
26/06/2016,-24.1,-23.69
27/06/2016,-24.01,-23.66
28/06/2016,-24.02,-23.68
29/06/2016,-24.22,-23.78
30/06/2016,-24.29,-23.82
01/07/2016,-24.35,-23.89
02/07/2016,-24.39,-23.91
03/07/2016,-24.45,-23.96
04/07/2016,-24.41,-23.95
05/07/2016,-24.51,-24.01
06/07/2016,-24.53,-24.05
07/07/2016,-24.47,-24.04
08/07/2016,-24.54,-24.1
09/07/2016,-24.55,-24.11
10/07/2016,-24.56,-24.12
11/07/2016,-24.58,-24.11
12/07/2016,-24.71,-24.18
13/07/2016,-24.59,-24.15
14/07/2016,-24.59,-24.17
15/07/2016,-24.15,-23.96
16/07/2016,-24.07,-23.92
17/07/2016,-24.18,-23.93
18/07/2016,-24.24,-23.94
19/07/2016,-24.36,-24.0
20/07/2016,-24.52,-24.08
21/07/2016,-24.61,-24.16
22/07/2016,-24.68,-24.23
23/07/2016,-24.71,-24.26
24/07/2016,-24.21,-24.04
25/07/2016,-24.03,-23.9
26/07/2016,-24.27,-23.95
27/07/2016,-24.27,-23.98
28/07/2016,-24.33,-23.99
29/07/2016,-24.68,-24.14
30/07/2016,-25.23,-24.39
31/07/2016,-25.02,-24.47
01/08/2016,-25.0,-24.46
02/08/2016,-24.81,-24.39
03/08/2016,-24.84,-24.38
04/08/2016,-24.88,-24.41
05/08/2016,-24.92,-24.44
06/08/2016,-24.77,-24.4
07/08/2016,-24.55,-24.33
08/08/2016,-24.82,-24.37
09/08/2016,-24.78,-24.34
10/08/2016,-24.85,-24.39
11/08/2016,-24.73,-24.39
12/08/2016,-24.97,-24.49
13/08/2016,-24.99,-24.49
14/08/2016,-24.89,-24.46
15/08/2016,-24.77,-24.4
16/08/2016,-24.87,-24.41
17/08/2016,-25.1,-24.51
18/08/2016,-25.06,-24.5
19/08/2016,-25.08,-24.56
20/08/2016,-25.04,-24.54
21/08/2016,-25.08,-24.58
22/08/2016,-25.24,-24.67
23/08/2016,-25.14,-24.67
24/08/2016,-25.17,-24.69
25/08/2016,-25.1,-24.65
26/08/2016,-24.96,-24.61
27/08/2016,-25.0,-24.63
28/08/2016,-24.92,-24.59
29/08/2016,-24.84,-24.52
30/08/2016,-24.91,-24.55
31/08/2016,-24.57,-24.39
01/09/2016,-24.68,-24.41
02/09/2016,-24.72,-24.42
03/09/2016,-24.77,-24.45
04/09/2016,-24.68,-24.44
05/09/2016,-24.72,-24.38
06/09/2016,-24.74,-24.43
07/09/2016,-24.8,-24.44
08/09/2016,-25.01,-24.51
09/09/2016,-25.22,-24.61
10/09/2016,-25.07,-24.54
11/09/2016,-25.16,-24.6
12/09/2016,-25.09,-24.58
13/09/2016,-25.26,-24.65
14/09/2016,-25.09,-24.6
15/09/2016,-24.97,-24.6
16/09/2016,-24.75,-24.5
17/09/2016,-24.61,-24.39
18/09/2016,-24.65,-24.41
19/09/2016,-24.43,-24.28
20/09/2016,-24.41,-24.26
21/09/2016,-24.36,-24.24
22/09/2016,-24.39,-24.26
23/09/2016,-24.54,-24.33
24/09/2016,-24.47,-24.29
25/09/2016,-24.46,-24.25
26/09/2016,-24.48,-24.2
27/09/2016,-24.59,-24.28
28/09/2016,-24.6,-24.31
29/09/2016,-24.77,-24.38
30/09/2016,-24.74,-24.38
01/10/2016,-24.67,-24.34
02/10/2016,-24.54,-24.25
03/10/2016,-24.54,-24.26
04/10/2016,-24.62,-24.29
05/10/2016,-24.56,-24.26
06/10/2016,-24.51,-24.23
07/10/2016,-24.44,-24.15
08/10/2016,-24.68,-24.34
09/10/2016,-24.59,-24.29
10/10/2016,-24.46,-24.21
11/10/2016,-24.35,-24.13
12/10/2016,-24.56,-24.25
13/10/2016,-24.62,-24.29
14/10/2016,-24.53,-24.25
15/10/2016,-24.6,-24.3
16/10/2016,-24.65,-24.35
17/10/2016,-24.64,-24.36
18/10/2016,-24.51,-24.25
19/10/2016,-24.48,-24.2
20/10/2016,-24.45,-24.16
21/10/2016,-24.44,-24.16
22/10/2016,-24.47,-24.17
23/10/2016,-24.33,-24.11
24/10/2016,-24.44,-24.18
25/10/2016,-24.44,-24.17
26/10/2016,-24.55,-24.23
27/10/2016,-24.58,-24.26
28/10/2016,-24.51,-24.25
29/10/2016,-24.49,-24.19
30/10/2016,-24.36,-24.14
31/10/2016,-24.47,-24.18
01/11/2016,-24.49,-24.22
02/11/2016,-24.38,-24.13
03/11/2016,-24.46,-24.16
04/11/2016,-24.46,-24.19
05/11/2016,-24.41,-24.1
06/11/2016,-24.41,-24.1
07/11/2016,-24.43,-24.14
08/11/2016,-24.24,-24.03
09/11/2016,-24.39,-24.12
10/11/2016,-24.23,-24.05
11/11/2016,-24.23,-24.05
12/11/2016,-24.27,-24.05
13/11/2016,-24.29,-24.1
14/11/2016,-24.27,-24.09
15/11/2016,-24.29,-24.12
16/11/2016,-24.23,-24.07
17/11/2016,-24.17,-24.0
18/11/2016,-24.11,-23.95
19/11/2016,-23.97,-23.85
20/11/2016,-23.98,-23.84
21/11/2016,-24.16,-23.96
22/11/2016,-24.13,-23.95
23/11/2016,-24.0,-23.92
24/11/2016,-23.98,-23.84
25/11/2016,-23.82,-23.73
26/11/2016,-24.08,-23.85
27/11/2016,-24.0,-23.81
28/11/2016,-23.96,-23.8
29/11/2016,-23.93,-23.82
30/11/2016,-24.04,-23.92
01/12/2016,-23.88,-23.78
02/12/2016,-23.98,-23.78
03/12/2016,-23.81,-23.69
04/12/2016,-23.8,-23.71
05/12/2016,-24.11,-23.82
06/12/2016,-24.02,-23.83
07/12/2016,-23.84,-23.72
08/12/2016,-23.81,-23.73
09/12/2016,-23.82,-23.68
10/12/2016,-23.78,-23.66
11/12/2016,-23.66,-23.52
12/12/2016,-23.54,-23.49
13/12/2016,-24.2,-23.82
14/12/2016,-23.87,-23.74
15/12/2016,-23.79,-23.64
16/12/2016,-23.74,-23.61
17/12/2016,-23.87,-23.71
18/12/2016,-23.77,-23.64
19/12/2016,-23.68,-23.54
20/12/2016,-23.55,-23.47
21/12/2016,-23.73,-23.57
22/12/2016,-23.83,-23.64
23/12/2016,-23.71,-23.59
24/12/2016,-23.83,-23.61
25/12/2016,-23.6,-23.51
26/12/2016,-23.41,-23.4
27/12/2016,-23.63,-23.47
28/12/2016,-23.69,-23.51
29/12/2016,-23.72,-23.54
30/12/2016,-23.7,-23.51
31/12/2016,-23.74,-23.52
01/01/2017,-23.68,-23.52
02/01/2017,-23.7,-23.51
03/01/2017,-23.71,-23.49
04/01/2017,-23.73,-23.53
05/01/2017,-23.74,-23.54
06/01/2017,-23.78,-23.61
07/01/2017,-23.81,-23.62
08/01/2017,-23.89,-23.65
09/01/2017,-24.06,-23.74
10/01/2017,-24.11,-23.76
11/01/2017,-24.18,-23.87
12/01/2017,-24.17,-23.87
13/01/2017,-24.09,-23.77
14/01/2017,-24.2,-23.9
15/01/2017,-24.16,-23.87
16/01/2017,-23.95,-23.78
17/01/2017,-23.81,-23.68
18/01/2017,-23.8,-23.68
19/01/2017,-23.87,-23.7
20/01/2017,-23.9,-23.75
21/01/2017,-23.96,-23.75
22/01/2017,-23.85,-23.7
23/01/2017,-23.85,-23.68
24/01/2017,-23.67,-23.59
25/01/2017,-23.66,-23.58
26/01/2017,-23.75,-23.64
27/01/2017,-23.7,-23.63
28/01/2017,-23.67,-23.58
29/01/2017,-23.7,-23.59
30/01/2017,-23.71,-23.58
31/01/2017,-23.64,-23.54
01/02/2017,-23.71,-23.58
02/02/2017,-23.71,-23.58
03/02/2017,-23.55,-23.45
04/02/2017,-23.62,-23.46
05/02/2017,-23.53,-23.41
06/02/2017,-23.49,-23.38
07/02/2017,-23.67,-23.51
08/02/2017,-23.69,-23.57
09/02/2017,-23.66,-23.57
10/02/2017,-23.74,-23.58
11/02/2017,-23.74,-23.58
12/02/2017,-23.61,-23.54
13/02/2017,-23.58,-23.51
14/02/2017,-23.67,-23.54
15/02/2017,-23.7,-23.58
16/02/2017,-23.66,-23.56
17/02/2017,-23.62,-23.49
18/02/2017,-23.57,-23.43
19/02/2017,-23.62,-23.44
20/02/2017,-23.6,-23.46
21/02/2017,-23.51,-23.43
22/02/2017,-23.42,-23.38
23/02/2017,-23.29,-23.32
24/02/2017,-23.37,-23.38
25/02/2017,-23.39,-23.43
26/02/2017,-23.44,-23.5
27/02/2017,-23.36,-23.46
28/02/2017,-23.19,-23.35
01/03/2017,-23.23,-23.4
02/03/2017,-23.16,-23.38
03/03/2017,-23.28,-23.4
04/03/2017,-23.54,-23.4
05/03/2017,-23.4,-23.37
06/03/2017,-23.23,-23.28
07/03/2017,-23.33,-23.31
08/03/2017,-23.45,-23.45
09/03/2017,-23.45,-23.47
10/03/2017,-23.44,-23.42
11/03/2017,-23.42,-23.44
12/03/2017,-23.38,-23.4
13/03/2017,-23.34,-23.42
14/03/2017,-23.38,-23.45
15/03/2017,-23.35,-23.41
16/03/2017,-23.47,-23.4
17/03/2017,-23.47,-23.34
18/03/2017,-23.44,-23.34
19/03/2017,-23.45,-23.3
20/03/2017,-23.38,-23.27
21/03/2017,-23.37,-23.27
22/03/2017,-23.53,-23.37
23/03/2017,-23.38,-23.27
24/03/2017,-23.46,-23.31
25/03/2017,-23.49,-23.29
26/03/2017,-23.52,-23.31
27/03/2017,-23.32,-23.2
28/03/2017,-23.31,-23.21
29/03/2017,-23.31,-23.18
30/03/2017,-23.42,-23.22
31/03/2017,-23.42,-23.21
01/04/2017,-23.5,-23.22
02/04/2017,-23.31,-23.11
03/04/2017,-23.26,-23.1
04/04/2017,-23.44,-23.11
05/04/2017,-23.52,-23.17
06/04/2017,-23.48,-23.13
07/04/2017,-23.47,-23.16
08/04/2017,-23.6,-23.23
09/04/2017,-23.6,-23.23
10/04/2017,-23.6,-23.23
11/04/2017,-23.58,-23.22
12/04/2017,-23.54,-23.16
13/04/2017,-23.56,-23.18
14/04/2017,-23.64,-23.26
15/04/2017,-23.64,-23.24
16/04/2017,-23.47,-23.13
17/04/2017,-23.47,-23.14
18/04/2017,-23.27,-23.01
19/04/2017,-23.3,-23.04
20/04/2017,-23.27,-23.05
21/04/2017,-23.19,-23.03
22/04/2017,-23.27,-23.03
23/04/2017,-23.22,-23.04
24/04/2017,-23.18,-23.0
25/04/2017,-23.25,-23.01
26/04/2017,-23.13,-22.94
27/04/2017,-23.33,-23.03
28/04/2017,-23.22,-22.96
29/04/2017,-23.29,-23.07
30/04/2017,-23.18,-22.98
01/05/2017,-23.18,-23.01
02/05/2017,-23.07,-22.96
03/05/2017,-23.32,-23.08
04/05/2017,-23.28,-23.08
05/05/2017,-23.32,-23.1
06/05/2017,-23.33,-23.09
07/05/2017,-23.1,-22.99
08/05/2017,-23.0,-22.92
09/05/2017,-23.11,-22.94
10/05/2017,-23.17,-22.99
11/05/2017,-23.19,-23.02
12/05/2017,-23.15,-22.98
13/05/2017,-23.32,-23.14
14/05/2017,-23.44,-23.2
15/05/2017,-23.39,-23.2
16/05/2017,-23.44,-23.21
17/05/2017,-23.44,-23.18
18/05/2017,-23.4,-23.19
19/05/2017,-23.42,-23.22
20/05/2017,-23.57,-23.3
21/05/2017,-23.42,-23.23
22/05/2017,-23.36,-23.19
23/05/2017,-23.56,-23.23
24/05/2017,-23.69,-23.3
25/05/2017,-23.7,-23.35
26/05/2017,-23.74,-23.39
27/05/2017,-24.07,-23.54
28/05/2017,-24.16,-23.61
29/05/2017,-24.09,-23.6
30/05/2017,-24.13,-23.68
31/05/2017,-24.2,-23.76
01/06/2017,-24.27,-23.8
02/06/2017,-24.2,-23.78
03/06/2017,-24.26,-23.82
04/06/2017,-24.3,-23.84
05/06/2017,-24.39,-23.88
06/06/2017,-24.46,-23.93
07/06/2017,-24.38,-23.95
08/06/2017,-24.55,-24.06
09/06/2017,-24.55,-24.09
10/06/2017,-24.62,-24.14
11/06/2017,-24.77,-24.21
12/06/2017,-24.76,-24.23
13/06/2017,-24.77,-24.26
14/06/2017,-25.08,-24.4
15/06/2017,-25.08,-24.47
16/06/2017,-25.05,-24.52
17/06/2017,-25.12,-24.53
18/06/2017,-25.12,-24.6
19/06/2017,-24.98,-24.57
20/06/2017,-25.06,-24.59
21/06/2017,-25.19,-24.68
22/06/2017,-25.25,-24.73
23/06/2017,-25.37,-24.79
24/06/2017,-25.52,-24.86
25/06/2017,-25.44,-24.87
26/06/2017,-25.55,-24.86
27/06/2017,-25.63,-24.91
28/06/2017,-25.6,-24.9
29/06/2017,-25.12,-24.74
30/06/2017,-24.81,-24.58
01/07/2017,-24.66,-24.44
02/07/2017,-24.73,-24.43
03/07/2017,-24.86,-24.5
04/07/2017,-24.9,-24.54
05/07/2017,-25.29,-24.71
06/07/2017,-25.61,-24.93
07/07/2017,-25.79,-25.05
08/07/2017,-25.85,-25.13
09/07/2017,-25.92,-25.2
10/07/2017,-25.9,-25.2
11/07/2017,-25.9,-25.25
12/07/2017,-25.98,-25.29
13/07/2017,-26.06,-25.36
14/07/2017,-26.11,-25.4
15/07/2017,-26.17,-25.45
16/07/2017,-26.1,-25.52
17/07/2017,-26.17,-25.52
18/07/2017,-26.2,-25.58
19/07/2017,-26.32,-25.61
20/07/2017,-26.46,-25.7
21/07/2017,-26.35,-25.71
22/07/2017,-26.45,-25.75
23/07/2017,-26.41,-25.76
24/07/2017,-26.43,-25.74
25/07/2017,-25.93,-25.54
26/07/2017,-25.89,-25.48
27/07/2017,-25.71,-25.39
28/07/2017,-25.98,-25.48
29/07/2017,-26.25,-25.67
30/07/2017,-26.29,-25.71
31/07/2017,-26.38,-25.77
01/08/2017,-26.76,-25.91
02/08/2017,-26.81,-25.98
03/08/2017,-27.0,-26.11
04/08/2017,-26.99,-26.16
05/08/2017,-27.11,-26.24
06/08/2017,-27.08,-26.26
07/08/2017,-27.04,-26.26
08/08/2017,-26.87,-26.24
09/08/2017,-26.87,-26.25
10/08/2017,-26.94,-26.27
11/08/2017,-27.0,-26.29
12/08/2017,-26.48,-26.11
13/08/2017,-26.23,-25.97
14/08/2017,-26.26,-25.95
15/08/2017,-26.35,-26.02
16/08/2017,-26.58,-26.07
17/08/2017,-26.8,-26.16
18/08/2017,-26.85,-26.23
19/08/2017,-27.01,-26.3
20/08/2017,-26.91,-26.31
21/08/2017,-27.01,-26.36
22/08/2017,-26.97,-26.37
23/08/2017,-26.96,-26.41
24/08/2017,-27.01,-26.46
25/08/2017,-27.13,-26.5
26/08/2017,-27.18,-26.54
27/08/2017,-27.16,-26.55
28/08/2017,-27.2,-26.55
29/08/2017,-27.28,-26.61
30/08/2017,-27.31,-26.64
31/08/2017,-27.32,-26.66
01/09/2017,-27.21,-26.65
02/09/2017,-27.06,-26.54
03/09/2017,-27.03,-26.53
04/09/2017,-27.36,-26.71
05/09/2017,-27.08,-26.65
06/09/2017,-27.23,-26.63
07/09/2017,-27.16,-26.59
08/09/2017,-27.16,-26.58
09/09/2017,-27.13,-26.57
10/09/2017,-26.96,-26.48
11/09/2017,-26.83,-26.4
12/09/2017,-27.07,-26.5
13/09/2017,-26.94,-26.56
14/09/2017,-27.09,-26.53
15/09/2017,-27.08,-26.5
16/09/2017,-27.04,-26.49
17/09/2017,-27.18,-26.55
18/09/2017,-27.16,-26.57
19/09/2017,-27.05,-26.53
20/09/2017,-27.02,-26.53
21/09/2017,-27.17,-26.57
22/09/2017,-27.22,-26.6
23/09/2017,-27.25,-26.6
24/09/2017,-27.17,-26.59
25/09/2017,-27.24,-26.6
26/09/2017,-27.2,-26.61
27/09/2017,-27.23,-26.63
28/09/2017,-27.18,-26.63
29/09/2017,-27.26,-26.65
30/09/2017,-27.35,-26.67
01/10/2017,-27.27,-26.7
02/10/2017,-27.34,-26.71
03/10/2017,-27.31,-26.69
04/10/2017,-27.37,-26.73
05/10/2017,-27.41,-26.73
06/10/2017,-27.45,-26.75
07/10/2017,-27.47,-26.84
08/10/2017,-27.48,-26.83
09/10/2017,-27.43,-26.81
10/10/2017,-27.51,-26.86
11/10/2017,-27.58,-26.95
12/10/2017,-27.59,-26.97
13/10/2017,-27.63,-26.99
14/10/2017,-27.62,-27.01
15/10/2017,-27.64,-27.04
16/10/2017,-27.58,-27.01
17/10/2017,-27.64,-27.03
18/10/2017,-27.64,-27.01
19/10/2017,-27.6,-27.02
20/10/2017,-27.65,-27.04
21/10/2017,-27.61,-27.06
22/10/2017,-27.43,-26.97
23/10/2017,-27.5,-26.98
24/10/2017,-27.7,-27.06
25/10/2017,-27.69,-27.1
26/10/2017,-27.73,-27.11
27/10/2017,-27.68,-27.1
28/10/2017,-27.64,-27.09
29/10/2017,-27.64,-27.06
30/10/2017,-27.79,-27.13
31/10/2017,-27.9,-27.23
01/11/2017,-27.94,-27.29
02/11/2017,-27.88,-27.26
03/11/2017,-27.85,-27.22
04/11/2017,-27.78,-27.22
05/11/2017,-27.71,-27.19
06/11/2017,-27.85,-27.21
07/11/2017,-28.11,-27.38
08/11/2017,-28.05,-27.42
09/11/2017,-27.99,-27.42
10/11/2017,-27.84,-27.34
11/11/2017,-27.92,-27.38
12/11/2017,-27.92,-27.35
13/11/2017,-27.9,-27.28
14/11/2017,-27.77,-27.36
15/11/2017,-27.91,-27.41
16/11/2017,-27.94,-27.42
17/11/2017,-28.04,-27.45
18/11/2017,-27.99,-27.47
19/11/2017,-28.07,-27.46
20/11/2017,-28.12,-27.56
21/11/2017,-27.94,-27.5
22/11/2017,-27.9,-27.46
23/11/2017,-27.95,-27.48
24/11/2017,-27.96,-27.5
25/11/2017,-27.94,-27.46
26/11/2017,-27.87,-27.43
27/11/2017,-27.97,-27.53
28/11/2017,-27.98,-27.5
29/11/2017,-27.94,-27.46
30/11/2017,-27.95,-27.48
01/12/2017,-28.01,-27.56
02/12/2017,-28.08,-27.6
03/12/2017,-28.03,-27.65
04/12/2017,-28.14,-27.7
05/12/2017,-28.32,-27.83
06/12/2017,-28.16,-27.8
07/12/2017,-28.11,-27.72
08/12/2017,-27.95,-27.58
09/12/2017,-27.96,-27.56
10/12/2017,-27.99,-27.64
11/12/2017,-28.02,-27.59
12/12/2017,-28.04,-27.65
13/12/2017,-28.09,-27.71
14/12/2017,-28.12,-27.69
15/12/2017,-28.04,-27.65
16/12/2017,-28.09,-27.7
17/12/2017,-28.04,-27.78
18/12/2017,-28.1,-27.77
19/12/2017,-28.09,-27.78
20/12/2017,-28.01,-27.75
21/12/2017,-27.93,-27.7
22/12/2017,-27.87,-27.63
23/12/2017,-27.84,-27.61
24/12/2017,-27.66,-27.54
25/12/2017,-27.39,-27.48
26/12/2017,-27.0,-27.23
27/12/2017,-27.24,-27.15
28/12/2017,-27.6,-27.31
29/12/2017,-27.51,-27.45
30/12/2017,-27.42,-27.41
31/12/2017,-27.64,-27.48
01/01/2018,-27.3,-27.31
02/01/2018,-27.42,-27.32
03/01/2018,-27.39,-27.34
04/01/2018,-27.22,-27.29
05/01/2018,-27.7,-27.24
06/01/2018,-27.69,-27.24
07/01/2018,-27.63,-27.23
08/01/2018,-27.84,-27.29
09/01/2018,-27.62,-27.23
10/01/2018,-27.85,-27.26
11/01/2018,-27.75,-27.21
12/01/2018,-27.9,-27.26
13/01/2018,-27.76,-27.25
14/01/2018,-27.57,-27.21
15/01/2018,-27.83,-27.26
16/01/2018,-27.66,-27.19
17/01/2018,-27.54,-27.09
18/01/2018,-27.61,-27.21
19/01/2018,-27.67,-27.12
20/01/2018,-27.73,-27.17
21/01/2018,-27.6,-27.13
22/01/2018,-27.76,-27.21
23/01/2018,-27.7,-27.26
24/01/2018,-27.82,-27.31
25/01/2018,-27.82,-27.26
26/01/2018,-27.69,-27.2
27/01/2018,-27.73,-27.24
28/01/2018,-27.62,-27.26
29/01/2018,-27.44,-27.14
30/01/2018,-27.54,-27.12
31/01/2018,-27.49,-27.05
01/02/2018,-27.32,-26.95
